product,rating,rating count,price,product url
True Religion Men's Ricky Flap Sn 32 Inseam  ,4.5 out of 5 stars,283  ,83.,https://amazon.com/True-Religion-Ricky-Straight-Pocket/dp/B08453JV29/ref=sr_1_236?keywords=jeans&qid=1662383738&sr=8-236
Wrangler Men's George Strait Cowboy Cut Original Fit Jean  ,4.5 out of 5 stars,"9,893  ",59.,https://amazon.com/Wrangler-Retro-Jeans-Layton-34x32/dp/B01GQBVODI/ref=sr_1_237?keywords=jeans&qid=1662383738&sr=8-237
Wrangler Men's Premium Performance Advanced Comfort Cowboy Cut Regular Jean  ,4.7 out of 5 stars,"1,401  ",54.,https://amazon.com/Wrangler-Premium-Performance-Advanced-Comfort/dp/B00G7O0Q6G/ref=sr_1_238?keywords=jeans&qid=1662383738&sr=8-238
Amazon Essentials Men's Skinny-fit High Stretch Jean  ,4.1 out of 5 stars,312  ,11.,https://amazon.com/Amazon-Essentials-Skinny-Fit-Stretch-Jean_dnu/dp/B08WZYNYRK/ref=sr_1_239?keywords=jeans&qid=1662383738&sr=8-239
Lee Women's Plus Size Instantly Slims Classic Relaxed Fit Monroe Straight Leg Jean  ,4.3 out of 5 stars,"3,074  ",25.,https://amazon.com/LEE-Womens-Plus-Size-Classic-Straight-Leg/dp/B0732P4NV4/ref=sr_1_240?keywords=jeans&qid=1662383738&sr=8-240
Lee Women's High Rise Wide Leg Crop Jean  ,4.0 out of 5 stars,116  ,32.,https://amazon.com/Lee-Womens-High-Rise-Baltic/dp/B08R36GQ1F/ref=sr_1_241?keywords=jeans&qid=1662383738&sr=8-241
Gloria Vanderbilt Women's Amanda Classic High Rise Tapered Jean  ,4.4 out of 5 stars,288  ,16.,https://amazon.com/Gloria-Vanderbilt-Womens-Classic-Tapered/dp/B08DJ95WWG/ref=sr_1_242?keywords=jeans&qid=1662383738&sr=8-242
Wrangler Women's Retro High Rise Trumpet Flare Green Jean  ,4.3 out of 5 stars,127  ,55.,https://amazon.com/Wrangler-Womens-Misses-Trumpet-Whitney/dp/B08S7H5N5P/ref=sr_1_243?keywords=jeans&qid=1662383738&sr=8-243
"Gloria Vanderbilt Women's Mandie Signature Fit High Rise Straight Leg Jean, Nightfall, 16  ",4.2 out of 5 stars,216  ,20.,https://amazon.com/Bandolino-Womens-Mandie-Signature-Nightfall/dp/B0746SDS8B/ref=sr_1_244?keywords=jeans&qid=1662383738&sr=8-244
NYDJ Women's Petite Ami Skinny Legging Jean  ,4.1 out of 5 stars,149  ,68.,https://amazon.com/NYDJ-Womens-Petite-Skinny-Black/dp/B07BRC7Y4J/ref=sr_1_245?keywords=jeans&qid=1662383738&sr=8-245
Gloria Vanderbilt Women's Plus Size Amanda Classic High Rise Tapered Jean  ,4.4 out of 5 stars,"1,115  ",24.,https://amazon.com/GLORIA-VANDERBILT-Womens-Classic-Tapered/dp/B07SKCSN9B/ref=sr_1_247?keywords=jeans&qid=1662383738&sr=8-247
"Women's Ozzie 4"" Cut Off Short  ",3.7 out of 5 stars,8  ,34.,https://amazon.com/Joes-Jeans-Womens-Ozzie-Denali/dp/B08MYP3B4F/ref=sr_1_248?keywords=jeans&qid=1662383738&sr=8-248
Gloria Vanderbilt Women's Plus Size Mandie Signature Fit 5 Pocket Jean  ,4.3 out of 5 stars,"1,464  ",21.,https://amazon.com/Bandolino-Womens-Mandie-Pocket-Greenwich/dp/B01ITI4Y0Q/ref=sr_1_249?keywords=jeans&qid=1662383738&sr=8-249
"Gloria Vanderbilt womens Amanda Classic High Rise Tapered Jeans, Portland Wash, 18 US  ",4.4 out of 5 stars,224  ,14.,https://amazon.com/Gloria-Vanderbilt-Classic-Tapered-Portland/dp/B0748C6V1C/ref=sr_1_250?keywords=jeans&qid=1662383738&sr=8-250
Lee Women's Plus Size Slim Fit High Rise Skinny Frayed Jean  ,4.0 out of 5 stars,60  ,31.,https://amazon.com/Lee-Womens-Skinny-Frayed-Indigo/dp/B09779KWZQ/ref=sr_1_251?keywords=jeans&qid=1662383738&sr=8-251
Wrangler Women's Retro High Rise Trouser Green Jean  ,4.2 out of 5 stars,229  ,79.,https://amazon.com/Wrangler-Womens-Retro-Trouser-Green/dp/B09LFRYNZM/ref=sr_1_252?keywords=jeans&qid=1662383738&sr=8-252
